label,sentences
neutral,ठीक है! तो चलो पुनर्जागरण की ओर जाएँ?
neutral,"ठीक है, Caravaggio chiaroscuro का उपयोग करता है यहाँ केंद्रीय आकृति की परेशानी को उभारने के लिए. इसे छू, यह वास्तव में बम्पी है!."
anger,"Nah ah! Nah ah! नहीं नहीं नहीं नहीं! कोई विज्ञापन-libbing और दोस्त, आप नहीं कर सकते"
neutral,चलो! तुम...
neutral,ओह. ओह-ओह.
surprise,अरे! तुम्हें क्या हुआ? तुम क्यों नहीं आया?
surprise,तुम अभी समाप्त?
neutral,"खैर, मैं पूरी तरह से होना चाहता था।"
joy,"मेरा मतलब यह है-यह आप के लिए स्पष्ट रूप से बहुत, बहुत महत्वपूर्ण है, हम के लिए!"
joy,"और इसलिए मैं हर शब्द को सावधानी से, दो बार पढ़ना चाहता था।"
neutral,"तो हं, यह है?"
fear,क्या है?
neutral,"क्या यह है? क्या यह है? हाँ, मैं यह सारा ‘क्या यह है?’ हिस्सा सिर्फ एक और नज़र देना चाहता था।"
anger,"तुम किस बारे में बात कर रहे हो, रॉस, तुमने अभी कहा था कि तुम इसे दो बार पढ़ चुके हो!"
anger,"देखो, तुम जानते हो क्या, या तो यह करता है या नहीं है, और अगर आप भी करने के लिए है"
neutral,"नहीं, राच, नहीं. मैं नहीं हूँ, मैं नहीं हूँ, मैं नहीं हूँ"
joy,क्या आप निश्चित हैं?
joy,"ओह, निश्चित है! मैं निश्चित हूँ।"
neutral,तुम फिर से शादी कर चुके हो।
neutral,तो यह दो साल में आपका दूसरा विवाह है।
neutral,"हाँ, दो साल में दूसरा. कुल मिलाकर तीसरा."
neutral,"रॉस, मैं 23 साल से तलाक़ के वकील रहा हूँ और कभी भी मैं एक ग्राहक से इतना व्यापार नहीं किया था."
neutral,तुम मुझे क्या हुआ बताओ नहीं।
neutral,"मूल रूप से, राहेल और मैं वेगास में थे और हम शराबी हो गया"
surprise,"मुझे अफसोस है, यह वही राहेल है जिसका नाम आपने दूसरे विवाह में वेदी पर कहा था?"
neutral,"हाँ-हाँ-हाँ! लेकिन, मैं-मैं करता हूँ"
neutral,"ओह, तो बेहतर है।"
neutral,यह सिर्फ एक शराबी गलती थी और मुझे इसे रद्द करने की जरूरत है.
neutral,मैं देखता हूँ. क्या आपने उपचार पर विचार किया है?
neutral,मुझे लगता है कि सिर्फ
neutral,भरने के लिए कुछ फार्म हैं।
neutral,आसान है।
neutral,"और हमें गवाहों की जरूरत होगी जो यह गवाही दे सकते हैं कि आप का, अच्छी तरह से दिमाग नहीं था."
neutral,और हमें आपको और राहेल को एक न्यायाधीश के समक्ष गवाही देने की जरूरत होगी.
surprise,ओह!
surprise,उसके बिना यह करने का कोई तरीका नहीं है?
fear,"'क्योंकि मैं एक तरह से पूरी तरह से तैयार था उसने कहा था, यह था, यह पहले से ही देखभाल की गई थी।"
neutral,"तो, Phoebs $7.50 ऋणी है, मोनिका, आप $10 ऋणी है, और रचेल, आप पंद्रह बड़े ऋणी हैं."
neutral,"लेकिन हे, हमें क्रॉस-ईड मेरी सिखाने के लिए धन्यवाद. आप लोगों, हम अपने नियमित खेल में खेलना है."
neutral,"ठीक है, यहाँ मेरी $7.50 है. लेकिन मुझे लगता है कि आप यह जानना चाहिए कि इस पैसे की फिटकार है."
neutral,"ओह, मैंने इसे धिक्कार किया. तो अब बुराईयाँ उस व्यक्ति के लिए होंगी जो इसे खर्च करता है."
neutral,"यह ठीक है, मैं इसे ले लूंगा।"
neutral,वैसे भी मेरे साथ बुरी घटनाएं होती हैं।
neutral,इस तरह मैं उन्हें एक फिल्म के साथ तोड़ सकते हैं।
neutral,"ठीक है, यह सिर्फ एक बड़ा ग्रीन पोकर मशीन छोड़ देता है, जो पंद्रह ऋणी है..."
neutral,आप इसे अभी करना चाहते हैं?
joy,महान!
neutral,"ठीक है, मैं सिर्फ इस बार वास्तव में निश्चित होना चाहता हूँ. एण्डी McDowell से लड़की है"
neutral,नहीं. नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं. यह Rodney McDowell है. औरी McDowell से आदमी है
neutral,"ओह, हाँ. ठीक है, धन्यवाद."
neutral,आपका स्वागत है।
sadness,मैं आप को अब नहीं देखना है।
surprise,यह पागल है!
surprise,तुम ऐसा नहीं कर सकते!
sadness,आप उसे क्या कहेंगे?
fear,ओह भगवान।
sadness,"ओह, आप पहले से ही इस पर सहमत है, आप नहीं है?"
sadness,"यह भयानक है मैं जानता हूँ, मेरा मतलब है, मुझे भयानक लगता है लेकिन मैं यह करना है अगर मैं अपने विवाह काम करना चाहता हूँ।"
sadness,"और मैं करता हूँ, मैं बनाना है"
surprise,ओह! मुझे सौभाग्य है! ओह मेरे भगवान! कि
sadness,आप को पता नहीं है कि यह क्या एक दुःस्वप्न रहा है. यह बहुत मुश्किल है.
anger,"ओह हाँ, सचमुच? यह रोस है? हाँ? ठीक है, अच्छी तरह से मुझे यह सिर्फ एक छोटा सा आसान करने के लिए आप के लिए।"
surprise,तुम क्या कर रहे हो?
anger,बाहर आ रहा है!
neutral,"राहेल, यह आपका घर है।"
anger,"हाँ, ठीक है कि मैं कितना पागल हूँ!"
surprise,ये छोटे-छोटे स्त्रियाँ. वाह!
neutral,"आप इसे पसंद करते हैं, हू?"
joy,ओह हाँ! एमी ने अभी जो की पांडुलिपि जला दी है. मैं नहीं देखता कैसे वह कभी उसे क्षमा कर सकता था.
neutral,"हं, जो एक लड़की है, यह जोसेफिन के लिए छोटा है."
neutral,जोय.
joy,हे-हे!
neutral,यह मोनिका है।
neutral,और यह राहेल है।
surprise,ओह!
neutral,मैं कॉफी ले जाऊँगा।
joy,"अरे, आप लोग कुछ कैसे किया जाता है?"
neutral,"हम नहीं, वास्तव में।"
neutral,"अच्छा, तो, अब, आप लोगों के पास बहुत बड़ी योजनाओं है?"
joy,"ओह हाँ! हाँ, नहीं, हम कनेक्ट करने के लिए जा रहे हैं, y'know बांड, और सब कुछ."
neutral,"हाँ, मैं सोच रहा था कि शायद हम टाइम स्क्वायर में जा सकते हैं और कुछ Ninja स्टार उठा सकते हैं।"
neutral,"और, ओह, हं, मेरे दोस्त लारी, वह चाहता है कि मैं एक व्यभिचारी का फोटो ले."
neutral,"आप जानते हैं, हम वास्तव में शहर में रहने का लाभ नहीं उठाते।"
neutral,"ठीक है, चंडलर!"
joy,"और आपका horoscope कहता है, ""पांचवाँ एक विशेष व्यक्ति आपको एक उपहार दे रहा है."""
joy,"ओह, अच्छी तरह से पहले धन्यवाद।"
surprise,"ओप, लेकिन बारहवां एक प्रेमी का झिड़का लाता है।"
surprise,"ओह, प्रतीक्षा करो और उन्नीसवें दिन एक रहस्यमय क्रैश अपने आप को घोषणा करता है।"
neutral,Hey guys!
joy,अरे!
surprise,ओह मेरे भगवान! यह मैक और सी. एच. ई. ई. एस. ई. के जोई ट्रिबीआनी है!!!!!
joy,ओह सही है. यह आपका पहला दिन है! तो क्या आप अपने रोबोट सहपाठी के साथ बनावटी अपराध से लड़ने के लिए उत्साहित हैं?
joy,क्या मैं मनोविक्षिप्त हूँ? मेरी अपनी टीवी श्रृंखला में नेतृत्व? मैं वर्षों से इस बारे में स्वप्न देख रहा हूँ! मैं क्यों नहीं तैयारी कर रहा हूँ?
neutral,"नहीं! Joey, आप महान हो जा रहे हैं!"
fear,"लेकिन मुझे एक रोबोट फेब्स के साथ काम करना पड़ा, और-और मैं तकनीक के बारे में कुछ नहीं जानता!"
anger,"मैं यहाँ तक कि कचेल्डर के कंप्यूटर का उपयोग भी नहीं कर सकता, सिर्फ पोनून खोजने के लिए!"
anger,और-और यह सिर्फ 'क्योंकि यह ठीक है वहाँ जब आप इसे चालू करते हैं!
anger,मुझे लगता है कि हमारे प्रेमी का झगड़ा इस महीने शुरू हो जाएगा।
neutral,मैं प्रतीक्षा करूँगा।
joy,"अब, यह अंतिम मिनट है तो मैं इस अव्यवस्था के लिए क्षमा करना चाहता हूँ। ठीक है?"
surprise,ओह भगवान! जब मैं यहाँ रहता था तो यह इस तरह नहीं दिखता था।
joy,"अब देखो, वहाँ केवल एक समस्या है हालांकि।"
neutral,"वहाँ केवल एक के लिए जगह है, तो मुझे लगता है कि आप में से एक Joey's में रहने के लिए होगा।"
sadness,"खैर, चूंकि आग एक तरह से मेरे दोष था मुझे लगता है कि आप यहाँ ठहरने के लिए मिल जाना चाहिए."
neutral,"हाय! हाय-हाय, अब यह किसी की गलती नहीं है फेब्स. ठीक है? यह एक दुर्घटना थी."
neutral,"ठीक है नहीं, यह मेरी गलती थी इसलिए आपको अच्छा कमरा मिलना चाहिए।"
joy,तो राच!
joy,आप होटल मोनिका का पहला अतिथि हैं!
neutral,"हं, आपको बस मुझे बताना होगा कि आप सुबह अपने अंडे कैसे पसंद करते हैं."
neutral,"और मैंने सोचा था कि मैं उन्हें आपके पास ले जाऊँगा, तुम्हें पता है, बिस्तर में।"
sadness,"ओह, तुमने बहुत कुछ किया है।"
sadness,हो गया है।
neutral,यह सिर्फ बैक्टीन है. यह दुख नहीं होगा.
neutral,"क्षमा करें, यह वाश था।"
sadness,"ओह, गरीब छोटे टोटी मृत्यु के लिए डरा है. हम उसके स्वामी को ढूंढना चाहिए."
disgust,क्यों हम सिर्फ 'छोटे गरीब टॉयटी' को हॉल में नहीं डालते?
sadness,blackout के दौरान? वह trampled हो जाएगा!
sadness,"बेन, मैं तुम्हें जानना चाहता हूँ कि कुछ समय हो सकता है जब मैं यहाँ नहीं हो सकता है, इस तरह."
neutral,लेकिन मैं अभी भी हमेशा इस तरह वापस आएगा।
neutral,"और कभी-कभी मैं अधिक दूर हो सकता है, इस तरह।"
neutral,"और कभी-कभी, मैं तुम्हें तीसरा चुराना चाहता हूँ, और मैं इस तरह जा रहा हूँ।"
joy,वह बहुत अद्भुत है।
joy,"ओह, मैं जानता हूँ. उसे देखो."
neutral,"बेन, बेन, हे बेन. कुछ भी नहीं. मुझे नहीं लगता कि उसका नाम है."
joy,"ओह, देखो, देखो, वह अपनी आंखें बंद कर रहा है. देखो, वह अपनी आंखें खोल रहा है."
neutral,"वह बहुत कुछ नहीं करता है, क्या है?"
neutral,"नहीं, यह काफी है।"
neutral,आप लोग कॉफी मिलना चाहते हैं?
neutral,"ठीक है, मैं आप लोगों को बाद में देख लूंगा।"
neutral,"ओह, देखो, वह फिर से अपनी आंखें बंद कर रहा है।"
joy,"चलो, वे तुम्हें प्यार करने जा रहे हैं।"
neutral,"अच्छी तरह से, दोपहर के लिए धन्यवाद।"
neutral,"क्या? एक मिनट रुको, मैंने नहीं भुगतान किया, मैंने सोचा था कि आपने भुगतान किया!"
neutral,तो लगता है हम बस अब भोजन के लिए भुगतान नहीं करता है। क्या आप देख रहे हैं क्या मैं देख रहा हूँ?
neutral,यह कैसे हुआ?
neutral,पैसा गलत हाथ में था।
neutral,"ठीक है, मैं अपने विवाह पोशाक वाष्प करने जा रहा हूँ ठीक है? कौन यह सुनिश्चित करने की जिम्मेदारी चाहता है कि इससे कुछ नहीं होता है?"
neutral,मैं इसे करूँगा।
neutral,इसे कौन चाहता है? कोई भी?
anger,मैंने कहा कि मैं इसे करूँगा!
disgust,"कोई ऐसा नहीं करना चाहता? ठीक है, मैं स्वयं इसे करूँगा।"
anger,मोनिका! मैं इसे बिगाड़ नहीं जा रहा हूँ!
sadness,"आप सही है, मुझे क्षमा है।"
joy,वास्तव में तुम आज रात एक बड़ा मददगार थे।
neutral,"हाँ, और मेरी दादी को टैक्सी में रखने के लिए धन्यवाद और सुनिश्चित करने के लिए कि वह होटल सुरक्षित पहुँची."
joy,निस्संदेह यही मेरा उद्देश्य है।
neutral,ठीक है. क्षमा करें.
surprise,ओह! कौन-सी आजीबाई?
neutral,"है. टैग, मैं आज एक सम्मेलन कॉल है कि सही है?"
neutral,"हाँ, 4:00 पर।"
neutral,"ठीक है, धन्यवाद."
neutral,यही सब होगा।
surprise,प्रतीक्षा करें!
surprise,क्या तुमने देखा?
surprise,उस डाक आदमी को पता नहीं था कि हमारे बीच कुछ हो रहा था।
neutral,"आपने मेरी बहुत बड़ी मैथुन को देखा है, ठीक है?"
neutral,"hey मोनिका, यह चिप है।"
neutral,चिप कौन है?
neutral,शशश!
neutral,"आज बैंक में आप में अच्छी दौड़ती है, तो आह, यहाँ मेरा नंबर है, 555-9323. मुझे एक कॉल. बाद में."
neutral,"चिप, चिप मैथ्यूस है।"
surprise,उस आदमी ने जो रेचेल को prom ले गया था? वह तुम्हें क्यों बुला रहा है?
joy,"क्योंकि मैंने उसे बैंक में पाया था, वह अभी भी बहुत प्यारा है।"
joy,"मोनिका, तुम बहुत भाग्यशाली हो! वह स्कूल में सबसे लोकप्रिय आदमी की तरह है!!"
joy,"मैं जानता हूँ! चिप? अरे! यह मोनिका है. 'काई. 'काई. ठीक है. ठीक है, विदा. ओह मेरे भगवान, हम अभी था"
neutral,मैं अभी जा रहा था।
neutral,"अच्छा! क्योंकि मैं एक उत्पाद रिपोर्ट पढ़ने के लिए है, यह आठ पृष्ठों की तरह है, मुझे उम्मीद है कि मैं सो नहीं जाता है।"
neutral,क्यों? आपने लिखा था?
surprise,"अरे, देखो, चिप मैथ्यूस ने बुलाया. मुझे पता है कि वह क्या चाहता है?"
neutral,"खैर आह, वास्तव में..."
neutral,यहाँ आपकी चाय है Phoebe.
joy,"यह बहुत अच्छा है। ओह, धन्यवाद।"
joy,अच्छा है।
joy,मुझे बहुत खुशी है कि आप इसे पसंद किया है।
surprise,क्या! उसने चाय बनाई!
surprise,"नहीं, मुझे लगता है कि मैं सिर्फ एक संकुचन था."
surprise,आप क्या?
joy,मैं उसे पसंद करता हूँ. वह स्मार्ट देखता है.
sadness,"मुझे कोई पता नहीं है, हो सकता है. सुनो, मुझे क्षमा है कि मैं आज रात काम करने के लिए था."
neutral,"ओह यह ठीक है. आप प्रतीक्षा करने के लिए योग्य थे, और मैं सिर्फ इस रात का मतलब नहीं है."
neutral,मैं वास्तव में है
neutral,": हाँ, अच्छी तरह से तुम्हारे दोस्त इस का उल्लंघन कर रहे हैं।"
anger,"मैं अब तक एक अच्छा आदमी रहा है, लेकिन uh, मैं इस शोक की जरूरत नहीं है।"
anger,मैं मकान मालिक को फोन करने के लिए जा रहा हूँ और उसे बताने के लिए कि मोनिका अवैध रूप से यहाँ दादी के घर subletting है.
anger,तुम्हारे दोस्त यहाँ से बाहर हैं दोस्त।
anger,"तुम मुझे कुछ बताओ, जो मैं नहीं जानता!"
joy,ठीक है! मैं एक मिला जो फिट है!
neutral,"अच्छी तरह से आप जानते हैं क्या वे कहते हैं, 23"
neutral,यह किसकी है?
sadness,क्या यह बात है? यह बात है कि आप इतना सुंदर लग रहे हैं।
disgust,अफ़सोस!
fear,नहीं! ऐसा मत कहो! ऐसा मत कहो!
joy,धिक्कार!
fear,नहीं नहीं! दोबारा करने के लिए वापस जाओ!
anger,अफ़सोस!
joy,अफ़सोस!
neutral,"अरे राच! अरे, तुम्हें क्या हो सकता है अगर मैं अपने हास्य पुस्तकों को यहाँ पढ़ता हूँ?"
surprise,निश्चित है! क्यों?
neutral,"ओह, चंडलर और मोनिका वहाँ हैं और यह एक तरह से मुश्किल है ध्यान केंद्रित करने के लिए है।"
anger,उसने अभी फोन किया और कहा कि वह देर से काम कर रही है!
anger,वह मुझसे झूठ बोल रही है!
anger,यही है!
anger,मैं अभी वहाँ जाकर उनके सामने जा रहा हूँ!
joy,"तो चंडलर, मैं-मैं आज रात के पास आना पसंद करता हूँ।"
joy,"ओह बिल्कुल. हम कहते हैं, सात के आसपास?"
joy,अच्छा. मैं वास्तव में तुम और मैं यौन संबंध रखने के लिए उत्सुक हूँ.
surprise,"Hey-hey, यह देखो! यह देखो! Ugly Naked Guy एक नग्न दोस्त है!"
surprise,ओह हाँ! ओह मेरे भगवान! यह है
surprise,"हाँ, यह है! नाक रोस!"
anger,तुम अभी भी मुझे प्यार करते हो?
disgust,नहीं।
neutral,"इसका मतलब क्या है? क्या आप, मेरा मतलब है, आप वापस एक साथ मिलना चाहते हैं?"
sadness,नहीं! शायद! मैं नहीं जानता।
sadness,"मैं बस, मैं महसूस करता हूँ, मैं-मैं बस..."
surprise,मैं जीता! मैं जीता! मैं अंततः जीता!
anger,मैं जीत गया! यह मेरे क्वार्टर था!
anger,ठीक है! यहाँ! एक सैर टाट्स ले लो!
anger,"क्षमा करें, सर! यह महिला मेरी क्वार्टर बजाया, यह मेरे पैसे हैं."
neutral,क्या वह सचमुच मिस है?
disgust,बच्चों को ड्रग्स बेचता है।
disgust,वह बच्चों को ड्रग्स बेचती है।
anger,यह मेरा क्वार्टर था!
neutral,क्या यह उसके कक्ष था?
neutral,क्या हम इस बारे में डिनर के दौरान बात करते हैं?
disgust,"ठीक है महिला, आप यहाँ से बाहर हैं।"
anger,"नहीं! नहीं, आप मुझे गिरफ्तार नहीं कर सकते! नहीं! मैं वापस नहीं जा सकता! मैं उस नरक गुफा में वापस नहीं जा सकता!"
anger,मैं तुम्हें बाहर ले जा रहा हूँ!
neutral,"ओह, ठीक है।"
neutral,"सुनो, मैं जानता हूँ कि आप मुझसे बात करना चाहते थे, लेकिन मेरे पास एक विचार है कि शायद आप शादी करना चाहते हैं. हम पंजीकरण करते हैं, और"
anger,"रॉस, चलो!"
sadness,"सुनो, मैंने इस बारे में बहुत सोचा है कि मैं तुम्हें यह कैसे कहूँगा और अंत में, रोस, हम शादी नहीं कर सकते हैं।"
neutral,मैं नहीं जानता कि यह सच है या नहीं।
anger,ओह बी-बी-तर यह है!
neutral,"ओह, ठीक है, आप जानते हैं कि यह क्या है?"
anger,"ओह रोस, चलो! यह नहीं है, यह एक विवाह नहीं है! यह दुनिया की सबसे बुरी हैनॉवर है! रोस, सुनो, अगर"
sadness,"ठीक है. ठीक है, मैं इसे करूँगा."
neutral,"धन्यवाद. हे-हे हं, हं, वहाँ है, वहाँ कोई ऐसी बात है कि एक रद्दी شاور के रूप में है?"
neutral,तुम लोग क्या कर रहे हो?
neutral,पड़ोसियों के लिए छुट्टी के मेवे बनाना।
sadness,तो मैं वास्तव में अब कभी भी जीत नहीं पाता?
neutral,इससे पहले कितने वास्तव में जीत गए थे?
neutral,"वह बहुत प्यारा है. तो, तुम लोग कहाँ बढ़े थे?"
neutral,ब्रुकलिन हाइट्स
neutral,क्लेवलैंड।
surprise,"यह कैसे हुआ, कैसे हुआ?"
neutral,मुझे अचानक यह महसूस हुआ कि मैं गिर रहा हूँ। लेकिन मैं नहीं हूँ।
neutral,"ठीक है, मैं इसके लिए एक ब्रेक कर रहा हूँ, मैं खिड़की से बाहर जा रहा हूँ।"
anger,"नहीं, नहीं, नहीं, नहीं, मैं हमेशा के लिए लोरेन के साथ बाहर जाने के लिए प्रतीक्षा कर रहा हूँ. बस शांत हो जाओ."
anger,शांत हो जाओ? शांत हो जाओ? तुम मुझे उस महिला के साथ सेट किया है कि मैं पिछले पांच महीनों में दो बार छोड़ दिया है!
anger,"तुम रोना बंद कर सकते हो? तुम मुझे चिंतित कर रहे हैं, और जब मैं चिंतित हूँ तो मैं नहीं जा सकता."
anger,"मुझे खेद है, मुझे खेद है, आप सही है. चलो, यह करें, यह करें, जाओ, चलो!!!"
neutral,"आप लोग, क्या पता है?"
neutral,अंग्रेज आ रहे हैं?
joy,"ओह, आप और अपने तरीके. क्योंकि यह क्रिसमस समय है. मैं उन लोगों में से एक होने जा रहा हूँ संग्रह दानों."
joy,"हाँ, मैं पहले से ही मेरे घंटा है और बाद में... मैं अपने बैकेट मिलता है."
neutral,ओह।
joy,"हाँ, हाँ, मैं वहाँ लोगों को आनंद फैलाने के लिए जा रहा हूँ।"
joy,"मेरा मतलब है, पिछले साल, मैं थोड़ा आनंद फैला लेकिन वास्तव में पर्याप्त नहीं है।"
joy,"तो इस साल, मैं पूरे शहर को करने के लिए जा रहा हूँ।"
neutral,"आप जानते हैं, मैं एक हाई स्कूल में एक लड़की को जानता था जो ऐसा करता था। वह था"
neutral,मैं नहीं कर सकता
joy,"ओह! उस पर देखो, समय बढ़ गया है! मेरी बारी!"
surprise,यह आधा घंटे था?
neutral,यह आपकी टाइमर है।
neutral,"तुम्हें पता है, मैं इस बारे में शेख़ी करने के लिए नहीं पसंद करता, लेकिन मैं दे रहा हूँ"
joy,"ठीक है, तो मुझे अच्छी तरह से अच्छी तरह से Masage!"
joy,आह! आह! आह!
neutral,"यह बहुत अच्छा है, नहीं है?"
joy,यह इतना अच्छा है कि मैं नहीं जानता कि मैंने क्या किया है इसे पाने के लिए!
joy,दुखी मांसपेशियों से विदा कर लो!
joy,Good-bye मांसपेशियों!!
anger,ओह-ओह-ओह!
neutral,"एक मिनट रुको, अपना हाथ खोलो; मुझे एक बार देखने दो।"
neutral,चौथाई।
neutral,दीम
neutral,लिंट?
neutral,उस में दिलचस्पी नहीं है।
neutral,यह क्या है?
neutral,एक कैनेडियन सिक्का?
surprise,यहाँ से बाहर जाओ!
surprise,ओह-ओह-ओह!
anger,बाकेट के पास पेय नहीं!
anger,इसे यहाँ पर सेट करें और फिर आप योगदान कर सकते हैं!
anger,और तुम भी वहीं तकलीफ में पड़े हुए बछड़े को देख सकते हो!
joy,हाय बॉब!
anger,मैंने सोचा था कि मैंने तुमसे कहा था कि यहाँ से निकल जाओ!
neutral,"Phoebe हम शिकायतें प्राप्त कर रहे हैं और uh, हम एक कम उच्च-profile स्थान पर तुम्हें ले जा रहे हैं."
neutral,"ठीक है, क्योंकि हम समझते थे कि आप जानते हैं!! यह इतना स्पष्ट है! भगवान, कि मोनिका को बताने की तरह होगा, ""हे, आप चीजों को साफ पसंद करते हैं."""
joy,Hey Joe! आप कुछ hoops गोली चलाना चाहते हैं?
joy,"ओह नहीं, मैं नहीं जा सकता। मैं अभ्यास कर रहा हूँ; मैं एक नए खेल शो के मेजबान होने के लिए एक अडियो मिला है।"
joy,ओह cool!
joy,यह बहुत अच्छा है।
joy,"हाँ, हाँ, और अगर मैं इसे दिन में मैं डा. ड्रेक रेमोरे होगा, लेकिन रात में मैं Joey Trrrribbiani हो जाएगा!"
joy,आप इस के लिए पूर्ण हो जाएगा! यह पहले से ही आपका नाम है!
fear,लेकिन ऑडिशन दो घंटे में है और मैं भी खेल नहीं समझता है।
neutral,क्या आप कुछ मदद चाहते हैं?
surprise,ओह सचमुच? यह बहुत अच्छा होगा! आप लोग प्रतिस्पर्धी हो सकते हैं!
neutral,"ठीक है, मुझे लगता है कि हम किसी अन्य समय जूनियर हाई लड़कियों को खो सकते हैं।"
joy,ठीक है! चलो Bamboozled खेलें!
surprise,भ्रमित?
joy,"हाँ, क्या यह एक अच्छा नाम नहीं है?"
neutral,"ओह. ठीक है, बस साँस."
surprise,"ओह, प्यारे, मुझे लगता है कि मैं भी एक है!"
joy,इस पर देखो! यहाँ हम जा रहे हैं!
neutral,"क्षमा करें. मैं यहाँ एक प्रोफेसर हूँ. क्या आप पैलेनटोलॉजी सेक्शन, पांचवीं मंजिल, स्टैक 437 जानते हैं?"
joy,"ठीक है, हाँ! सिर्फ मुझे पांच मिनट दे दो, मैं सिर्फ अपने स्विच को ढूंढने के लिए किसी को ढूंढने के लिए है."
anger,"नहीं! नहीं! नहीं! मैं कोई जिम्मेदार व्यक्ति से बात कर सकता हूँ, कृपया!"
neutral,मैं आपको कैसे मदद कर सकता हूँ?
anger,"चाइ, मैं सोच रहा था कि क्या यह संभव है कि पालेंटलॉजी सेक्शन में सुरक्षा बढ़ाया जा सकता है?"
anger,"देखो, मैंने वहाँ एक किताब लिखी थी और उसे पढ़ने के बजाय लोग उसके सामने घूम रहे हैं।"
neutral,"हम जानते हैं कि आप जिस समस्या का उल्लेख कर रहे हैं, वह है।"
neutral,"लेकिन जहां तक सुरक्षा बढ़ने की बात है, मुझे भय है कि पुस्तकालय में बहुत कम कर्मचारी हैं।"
sadness,"मैं, मैं तुम्हारी मदद नहीं कर सकता।"
anger,"ठीक है, ठीक है।"
anger,"यदि-यदि मैं केवल एक ही व्यक्ति हूँ जो लिखित शब्द की पवित्रता के प्रति किसी भी प्रशंसा करता है, तो मैं वहाँ जाकर स्वयं उसे बचा लूँगा!"
anger,और तुम मेरी पैरवी न करो!
neutral,"ठीक है. आप अधिक से अधिक एक जूते के जेब में एक जूते वाले दैत्य, या अपने धोने के कूच के भीतर रहना चाहते हैं?"
surprise,"ओह भगवान्! Phoebe देखो, यह Ross और उस लड़की है।"
surprise,नहीं! नहीं! उस पर देखो! यह चींटों की एक पंक्ति है! वे एक टीम के रूप में काम कर रहे हैं!
neutral,"ठीक है, ओह हाँ।"
surprise,"वोह, ओह, ऐसा लगता है जैसे Ross उसके साथ टूट रहा है."
neutral,"उफ, मुझे आशा है कि वह उसे आसानी से निराश करेगा।"
anger,"Phoebe पर चलो, उस पर देखो!"
neutral,"वे टूट नहीं रहे हैं, उन्हें देखो।"
neutral,"ठीक है कि है, आप जानते हैं कि क्या है?"
sadness,"कि एक है, कि एक दूसरा तारीख है, कि क्या है कि है!"
neutral,"देखो, उसने सिर्फ अपने हाथ उसकी कूल्हे पर रख दिया..."
neutral,"ओह नहीं! यह वास्तव में कुछ भी नहीं है, वह है"
anger,"ओह! Phoebe, यह सब आपकी गलती है! अब वह उसे प्यार करता है, वह उससे शादी करने के लिए जा रहा है, और यह सब आपकी गलती है।"
neutral,आप जानते हैं कि मैं कहाँ काम करता हूँ!
neutral,मैं करता हूँ?
neutral,"सिनेमाघर में, तुम हमेशा आ जाते थे।"
neutral,आप अभी भी मल्टीप्लेक्स में काम करते हैं?
joy,"ओह, जैसे मैं उस नौकरी को छोड़ देता हूँ! मुफ़्त पोकर और मिठाई, जब भी मैं चाहता हूँ. मैं आपको अपने कमरे के लिए मुफ़्त पोस्टर मिल सकता है."
neutral,"धन्यवाद, मैं सेट हूँ. क्या आप अभी भी अपने माता-पिता के साथ रहते हैं?"
neutral,"हाँ, लेकिन मैं जितना देर हो सके बाहर रह सकता हूँ।"
joy,अच्छा कार!
neutral,"हाँ, यह मेरा नहीं है।"
joy,मैं आपके कार को प्यार करता हूँ।
neutral,"हाँ, यह मेरा है।"
neutral,मुझे लगता है कि यह तेजी से है।
neutral,मुझे भी! हाँ. और आरामदेह. क्या तुम चमड़े की सीटे पसंद करते हो?
joy,यह 'उन्हें है!
fear,"जोय, कृपया!"
anger,आह!
joy,हेलो बच्चों!
neutral,Hey! क्या आप कुछ फ़ॉसबॉल खेलना चाहते हैं? कृपया?
neutral,"नहीं-नहीं, नहीं! हम मेज को मेरे कमरे में ले जाना है, हाँ! सभी बक्सों के कारण. चलो!"
neutral,"ठीक है, मेरे पास एक सवाल है।"
neutral,बाय बाय छोटी पुतली Joey हाथ?
anger,"नहीं, शांत करने की बात!"
neutral,आप इस बात का मतलब है।
anger,"उम्-हम्! देखो, मैं-मैं नहीं जानता कि मैं इस से कितना अधिक ले जा सकता है! क्या तुम जानते थे कि उसने मेरे ऊपर टेप किया"
neutral,"ठीक है, देखो, यह शायद मुश्किल है लेकिन चलो, यह रोस है! मैं उसके साथ कॉलेज से बच गया!"
neutral,"ठीक है, मुझे लगता है कि मैं थोड़ा और अधिक बाहर हो सकता है. चलो एक खेल है."
fear,"नहीं, नहीं, नहीं, नहीं!"
joy,हाँ!
neutral,"हां, fellas,"
neutral,"ठीक है, तो वह यहाँ से बाहर है।"
neutral,"ठीक है तुम्हें पता है क्या, क्योंकि तुमने कहा था कि, मैं आज रात बाहर नहीं जा रहा हूँ।"
neutral,मैं जानता हूँ कि यह बहुत समझ नहीं आता
neutral,बहुत
anger,"चचेल्डर देखो, यह आंतरिक था! ठीक है? मैं सिर्फ इसके लिए गया!"
joy,"तो तुमने अपने जीवन को जोखिम में डाला, एक सैंडविच के लिए!"
